Text,Sentiment
@TheWestSamurai Ok! Your reminder is set for 9:00am. Reply to this if you want to change the time :),1
Am want to go Alex's house :(,-1
@tomokawaiix  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
@scorp84 Perfect! It makes us so happy when you guys are content :),1
I wish more people did 11:11s for me :(,-1
Swimmer's ear kasi :(,-1
@XxJenniferAmyxX Derek likes to tour &amp; visits Wetherspoons Pubs across the UK. Get Police to contact their H/O. Hope he OK. :(,-1
I MISS TAYBIGAIL :(,-1
"@Lizarrdz That's no excuse for launching an attack Lizardz, you should feel like shit for doing that.  I am deeply ashamed of you.  &gt;:(",-1
@tumblrzoella same :(,-1
daming assignment :(,-1
Pains propa knockin me sick :( owwww,-1
I want to sleep why am I not tired :((((,-1
@TomRPI @CatherineLW98  we got it working Tom; well done for doing it all yourself :D,1
@autuumnnn_ @Rissa_123456789 I need mine done goys :(,-1
"@marie_apayor MAYMAY and @DeniseFronteras If ever you make plans, DO IT IN ADVANCE HUHU! :( I need like 1 week allowance na magpaalam!!",-1
@taylorswift13 How are Swifties outside of U.S. supposed to vote? :( Really really really want to help you win!,-1
@Adam_Bhatti what is a konami policy about PES PC version ?! what happen ?! why all Version are not same ?! :(((,-1
@ColinHalby Thank you! Can't wait to make the next cover. :),1
@HeyItsMeCarzae Chill Bruuh :)  2weeks in counting :),1
Meeting with the convener at 2:30pm :( not looking forward to it!,-1
"carter: I don't deserve this hate :(
me: and i don't deserve just a single corn chip? I deserve two corn chips?",-1
The real measure of a mans wealth is what he has invested in eternity. :-),1
Good news on the Boaz Myhill front but not on takeover news :-( #wba,-1
@Michael5SOS @_8bitsenpai_  can someone send me a screenshot of this conversation i want to see what it was but my phone is being stupid :-(,-1
#ShareTheLove @hotwifecleo @_PetPuK_ @omaro22omaro for being top HighValue members this week :),1
@KadiDiallo4 thats it! Watch it go by quick though.. :(,-1
"@seunrgriseyo good dong by?:(
sini dipoppo😘😘😘😘",-1
i’m so sad i want my hair colour back now :(,-1
"@Maxim_PR given how sunburnt I managed to get this weekend, maybe I'll be safer here in the rain :(",-1
@_mean_ her bitchface was perfect :D,1
@LizaNMinnelli i can't watch it on my phone. Sorry :( thank you still &lt;3,-1
@Techverse_in first i tried this http://t.co/XTSzpi9fQW but no result :(,-1
@kwangqiiii later I feel out of place :((,-1
@iCupcake_Mafai Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),1
someone take me to see inside out please :(,-1
i pity aisyah very much :(((((,-1
"Raining on me today :( 

Gym it is then 💪🏻🐒",-1
"@gadventures So hard to pick just one. The Inca Trail was tough but fair, sandboarding was fun but lost my iPhone :( http://t.co/98H24VFdp4",-1
@MaKupsy there once was a place ..then it closed :(,-1
"@HarNiLiZaLouis Hey, here's your invite to join Scope as an influencer :)  http://t.co/rZgZtQ2fJT",1
@_abbeytaylor still didn't manage to message me though :(;,-1
@lyjenny_ haha its in Japan :( Sorry love!,-1
@truemuscle @SwallowUsDaily think in could get a sponsor :),1
@_orrhettofrappe they don't know how to make linis kasi :((( so sad. that's why im sweating kanina and it's so init pa huhu,-1
"@Tilion_IDK In Tha at case, Trion and their interactions on the forums and on Twitch. :)",1
"I totally ship #danzell, I'm crafting that I can't go to vidcon, I would sell my soul to the devil to just get a hug from Dan and Phil. :(",-1
Jah Wobble and the band tour dates :D https://t.co/s2wLppEEVQ,1
@jb_jaebumjb you have to write in English :)),1
i can't deal with this match unless ishii just fucks everything up :(,-1
@s0ulfl0wr When's your birthday ? :(,-1
@dukeofdelhi yes please would brighten up my night shift #nomnomnom :D #chocolate #DukeFreebieFriday to  xx,1
@MakeStronger3 hi here's my vid about Stydia if you can take a look :) https://t.co/k75kPT0aq1,1
Everyone should go drop @Pwincessly a follow on her stream :D http://t.co/WMAZJqO51K,1
@heyclaireee is back! thnx God!!! i'm so happy :),1
:((( (at Crepes 40) — https://t.co/bazEmHlhYL,-1
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.334
》》》》ＳＥＥ ＭＥ
♛♛♛",-1
Low priority match :) hahaha,1
@Author_Patty @dhinakaranjbraj Patty! :-),1
"WHY..... :(( not that I hate jong or dongwoo is just that all the photocards I've been getting is WH, DW &amp; SJ http://t.co/zEQNiFVHUT",-1
@morrisblitz @sidmouthfolk if you want to catch up on last year's go to @MadJacksMorris YouTube page and go to the players section :-),1
@goldenpaulson thank you :),1
"@Alixharrow Hi Alix! Thank you for connecting, I look forward to tweeting with you! Have a great day :)",1
@dowsingforsound @alex_elbro @camideasfest @ADFofficial @CambLiveTrust Saw ADF at WOMAD Gran Canaria yrs ago. Best gig ever! Crazy times :),1
@SAnneLloyd I will thanks. :),1
You will be forever missed &amp; loved lolo. :(,-1
gyu looks really good in denim :( http://t.co/SXzNAUQ7Vs,-1
"@biobio1993 ohh. :( well, you know where to find me if you change your mind. (but maybe it's not even someone I'm close with so... xD)",-1
@rizwanism :) just a choice of food. Left to the individuals.,1
sold out :( https://t.co/QtC9tfSPQU,-1
#Iran #IranDeal :-( The US-Iran nuclear deal: MIT's experts size it up: This deal severely li... http://t.co/GbL15aoCW4 #UniteBlue #Tcot,-1
@DiongzonS  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
@Gurmeetramrahim #OurDaughtersOurPride dhan dhan satguru tera hi aasra...many congratulations Pita G...Keep them blessed as always :-),1
#PBB737Gold ONE DIRECTION :),1
"""@aula_jr: @Jude_Mugabi I'm watching it. 2-0 Madrid leads.""
Supersport ain't showing it :-(",-1
@arifa_pwincess happy birthday ripaaaaa ❤ :),1
@thatchamdad very cute! She looks fabulous :),1
@GO_ADdy are you like the best brother ever :) #SoSweet #WSaleLove,1
@jaseygalore I know the home-based office busy feeling :-) Pity about your knee - what happened?,1
"For the first time in my life I've had to hold my boobs whilst running down stairs, is my no bra life over :(",-1
Morning everyone! :D,1
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x6",1
Looking for fun? SNAPCHAT : JillCruz18 #snapchat #kikhorny #talk #teens #oralsex #batalladelosgallos #kikhorny :( http://t.co/OjCdZIHpuz,-1
"@xbiebsft5sos FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",-1
Rape time at it’s best :D http://t.co/fC5U1TusUk &gt;&gt; http://t.co/GBxQmizM7O http://t.co/0Um6xgpsAn,1
"praying for you , KHAMIS ... :( ... https://t.co/2Qg4dhxaGg #Kadhafi",-1
@joohyunvrl you are a goddess :D,1
"#NowPlaying Loftey - Routte To Assia(Main Mix)
.
.
.
One Chilled Joint,It doesn't even Sound Like Me :) #FutureReleases #HouseMusic",1
@BenJPierce THAT'S NOT FAIR!! I WANNA MEET YOU SOOOO BAD!! &lt;3 &lt;3 :(,-1
@crazynovely I will if I catch him online long enough - haha!  He's being very annoying!!  :(,-1
@davidgold if I send you a fiver towards a new striker can we get one? Without Sakho we have no threat :( a goalscorer and we will be fine.,-1
@LivelyKaty *sighs dreamily at that pout and those 'come to bath' eyes!* :-) #quacketyquack,1
@sophieb666 that's it Soph positive thoughts :-),1
So gutted can't get to Liverpool tonight to see @JakeQuickenden on his final tour night gutted isn't the word :(,-1
my precious baby baechu :-((((((,-1
@ArakinUK @Huskyteer I trust you backed it then :),1
@ohsexycyruz thanks bro ! :D x,1
@forlodge1 It is indeed - many thanks :-),1
@MatthewLush i love you :(,-1
@JackFejer thanks :),1
I never see you @JackJackJohnson @jackgilinsky :( #CalibraskaEP,-1
@lhiz001 ito ding latest full album.. 4th full album :) last full album nila is Wave @0129anne @d_lawbreaker,1
"@AtushaAvarus..Yes, we all do sometimes. It will pass :)",1
Looking forward to reviewing ours :-)  https://t.co/y8SUBXjqXk,1
I literally have no time to watch paper towns :((,-1
@cosplayamerica I'll be there around 10. My train was delayed. :(,-1
new favorite editing app. jk someone pls translate this :( http://t.co/n3aIIfaBAP,-1
Missing my tito daddy :(,-1
"@harriep Hi Harry, sorry :( We're working on a mast in the area. This can cause intermittent service until the work has been completed.",-1
i keep changing between fe14 icons i dont know which one to pick &gt;:(,-1
@dawnhalliday @British_Airways Definitely! I was lucky to be heard quickly (was there way early) but it was a nightmare for everyone :(,-1
@RedLipsteeq funny thing is someone said I was telling his life story :(,-1
@alexrothera @RonanTKavanagh @festofcuriosity They do their stuff well :-) @SciEllen would know...,1
"@eonnicchi the leader is Minju, the rapper is Yuna, the lead vocal is Yujin, i am Visual, maknae is Jane :)",1
Happy Friday Everyone :-) http://t.co/MgaVjyNjEZ,1
@Hannahphern3lia oMG WE R THE SAME HAHAH :(( omg debut mo na next year :(((,-1
@Komal_Indian @SocialitePanda #ब doesn't matter. Jungle can accommodate both :-),1
"*on ma knees* Plz Be Mine @D_diva72: @KingDavid_d1st im unmarried...*checks my finger*...there's no rock on it :)""",1
@justinbieber follback me pls :(,-1
You know when a song just disappears from your phone and iTunes? I've lost Dazed and Confused :(,-1
Retweet this pleaaase :((( 👆🏻👆🏻,-1
@cthblink182 :) yeah no problem!,1
why can't i go to sleep at a normal time :(,-1
@mhmmdeknci malese :D,1
@SidebySide either or but would prefer Benzema! We won't get any though :(,-1
I'm hungry and i cant make food since my brother is sleeping in the living room &gt;:(,-1
@oppentrapp Cool :D,1
@HomeXpertsLeyla fyi the url on your profile doesn't work :(,-1
@Sanza_T @LeratoTmohale Does the bag do the job Sanza?  :-),1
"@AndyCarnochan @WickermanFest Oops...that's called a #FridayFauxPas :) I'll get that changed right now! Thank you, G",1
@pinKixX44 congrats pink! :),1
I don't think so :( #zayniscomingback,-1
@jamesamurao I miss you :(,-1
can't announce cool show today so wait until monday thanks :(,-1
i miss watching anna akana videos :(,-1
@selenagomez Follow me :(,-1
@annajudithk Because they hate me | :(,-1
@AmericanFujoshi doesn't have the sound effects :(,-1
"@flowersandcards Have a lovely time! If you get a chance, come say hello to us in the Garden &amp; Home Area, really hope you enjoy the show :)",1
@MorrisHub @sidmouthfolk Look forward to watching those! :),1
"@grrl_afraid Oh course, I gained weight bcus I used to be a rubbish veggie but now I've learned to balance everything now! :-)",1
"@BhaktisBanter @PallaviRuhail #FlipkartFashionFriday 
I just loved this...Hope U love it too :) http://t.co/SCwIVZmIWb",1
"But I was told that I'm becoming a bit of a bish, so maybe I shouldn't :(",-1
so i have to survive another week without my phone :(,-1
@MyGardenCoachUK Appreciate the follow. Like your tweets :) Dorset is a beautiful place!,1
@FaZeMeerkatt Shout Out To Me For Being A Retard :D,1
@DespiteOfficial we had a listen last night :) As You Bleed is an amazing track. When are you in Scotland?!,1
Waiting for love me recuerda tanto a Bath :((,-1
"@NickRomanTV @knovak832_novak well said, your right this episode was fantastic..:) #BATB clap clap clap",1
"@Cecilie_Hell @420evilangel @wazimotometal @durooooooo @spigranty Good for u, better change it to lollipop 🍭 :).",1
Is everyone talking about rat boy today bc :(,-1
oh my head #인피니트 save me :(((((((((((,-1
"@MaxivisionEye WOWWWW, Thanks a lot team :) ❤💙💚💕❤💙💚💕  ❤💙💚💕❤💙💚💕",1
@Xx_tequila twice daily if it were with you :),1
@KimbleFrench Morning Kim. Sorry to hear this. Can you shed some light on the issue so we can look into this? :) Helen,1
@Tsad Close enought ? :),1
@NoraFrost the @therevnate is headlining in 2017 :),1
@izzsugden yeah I've seen something about tinder on fb!! I was rooting for them :( but the other woman is frustrating me being so awkward!,-1
@MLGJordanD congrats on 100k Man. Can't wait till I can hit that milestone too :),1
@GarryKGraham @Jacedafaceis Yeah I had 2 keys too.  You can guess who I gave mine too :D,1
Well she's asleep and I have no one to talk to sooo someone text me :),1
"@glitteratichic Our pleasure Kristin, enjoy your flight :)",1
Hate weekends they just mean work :(,-1
@tinfinities oh no she isn't :(((( but yes makati!!,-1
@ThatGuyBarney Thank you :D,1
@S0N0S_ Happy Birthday :),1
Homegirl nancy :p https://t.co/n8M0xwjELc,1
:( I wna go to church,-1
@hwk46 So Cuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuute :)　♡,1
@AdamRichman thanks for favouriting our tweet to you. Up the Mariners :),1
why @bmthofficial dont come here in Italy? :(,-1
goodbye stage already :-(,-1
soshi didnt win :(( buttt congrats infinite!! #bad4thwin,-1
@ChristabellaTr2 My world name is annoyingbaby and i probably come to ur world :),1
this movie essentially cut all the beginning of the book from its plot. :(,-1
@ReyesFraulein  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
so cute :( https://t.co/VWLsPT6y1R,-1
hungry hungry hungry :( mom's not home oh my god im dying,-1
@harryetlou louis' lil smile im so saaaad :((((,-1
I suspect that they travel widely before eventually returning home reaapearing in the fridge :-)) https://t.co/Sv4cWevOxi,1
"@ajm9890 
Thakyou sir :)",1
@bezz100 not see through the charade that has become day to day living? :((,-1
My bby gurl :) http://t.co/S0IiU35MWw,1
@justinbieber :) always smile,1
this #mca money tells my story :) http://t.co/I5Xs6tQE9W,1
@grindmegrande I always make so much effort to talk to you and all I get is like one or two tweets or DMs all day... like really? come on :(,-1
what happened to gyu :-(,-1
I Blame Rantie For All Of This :(,-1
#FollowFriday @AmericanOGrain @PecomeP @APaulicand for being top supports in my community this week :),1
i had steak a lot when i was younger and the fat makes me g*g :(,-1
@lawrenceispichu oh gosh what did you say? And aw hun :( *cuddles*,-1
:((( no they killed him,-1
@winnerdumb_ mind to follback? :),1
Too many people asking when I'm back in LA :(,-1
@mallynic @Gspaepen @jett_uk @GhostOfTrafford @FD_ManUtdNews @Cantona_20 @RisingTrend @RosaCrowee ty :)) av gd wknd u n all in tweet \m/,1
#FF keeping me busy :) @BrightGroup_USA @Bright_Group @FL_Childrens @FaberChildrens @AnimalStudio1 @HMHKids @bedfordcollege @Candlewick xx,1
did I missed apink performance? :(,-1
Sometimes I hate it when my heart wants something ♥ &gt;:-(,-1
I'm so hungry :((,-1
Get more at http://t.co/aady6CDfB2 :) http://t.co/aXu8Gidwv3,1
@taemihns halsey : ),1
@zid_1899 yok lah.. see you :p,1
@JenniferOldham4 send as some sunshine!!!! Is raining so much :(((((,-1
@nickhunterr Yes it is :D,1
@Beyfan1981 @HateTheseFools Yes Hive always sucks at voting... that is shit :((,-1
@zaynmalik zayn :((,-1
@CFCDianaMonkey brilliant thanks for all the advice :-),1
@ebeck4999 @50Shades0fGrace @xoxoamymarie @VidCon @stuart_edge you met Amy?!? Ohioans stick together :),1
@1DCrazen no its okay i didnt mind everyone has their opinions :) anyway we're talking first time,1
@Patrickcf26 NOTICE ME :(((,-1
@mycoleenromance srsly i order it all the time :-(,-1
@villagebirth Thank you! :-),1
So lonely that sometimes i call my own number to get a busy tone. ;_; :(,-1
@knives_chau I'm not surprised! :(((,-1
"Sorry guys, no new video this week! :(",-1
एक बार फिर सेँ धोखा........ &gt;:(   &gt;_&lt; — feeling silly at Chandauli Majhwar railway station http://t.co/iWAeDmuooP,-1
"@osmosisness helloooo! i'm rose, nice to meet you :)",1
@applewriter you can do it! :D,1
"@Marke61 :) It's something to do with the French air and lack of TV, for the first 6 months...:)!!",1
@thefahadmustafa.waiting fahad bhai... :-) and please invite #iqrar and #waseem bhai in your show,1
"@HollieB awwwwww, I'm so sorry to hear that :(",-1
yeaaaah yippppy!!!  my accnt verified rqst has succeed got a blue tick mark on my fb profile :) in 15 days,1
@ForbiddenPlanet @ValiantComics @MyZombies Would so love to win! Can't afford to buy comics at the moment and I'm pining for them! :(,-1
#schoolsoutforsummer Good luck all those fellow #parents who juggle work and the children :-) xx,1
I also wanna go to the beach with my best fraand :( I might need a new friend before December so we can go on holiday 😬,-1
@darrenwho_ why is naya there whats happening. my link keeps doing the spinny loading wheel but never playing anything :(,-1
"@IMKellyHoppen Actually, I would beg to differ on that one. Sometimes, less is more. :) #philosophical",1
hey mom i hit a home run :),1
"Lol, Happy Friday peeps! :D http://t.co/cOwsS5v5oY",1
"Tips ONLINE!
6/7 WINNERS yesterday!
Just 1 goal off a nice 20/1 :(
Hopefully a similar strike rate today!
http://t.co/lJEB3EPZVt",-1
"@EvaMcL3 That's shocking!
Why can't people just live &amp; let live?
Sometimes I despair of this world! :(
Hope you're OK.",-1
@proflayla least not lease. Just posted without looking back for what I have written. In hurry to finish my lunch :(,-1
wow i like ur tattoos — Thank you :) I love them too! http://t.co/PGWyJGtp0u,1
@AstFtMarv @AstonMerrygold see you soon :) the things we do for him 😂,1
@carolak wonderful! &amp; re: your question about our #vandr workshop: https://t.co/DDpk2A4k7z I'll also send more info later today :),1
Going to miss belting Sam smith on my daily car rides :((,-1
@talkingsimpsons hey bud! Christy is really sick so I can't leave these 2 at home :( xo thanks man,-1
@jjjaneell yes we should :(,-1
"So, its been 40 days since you been gone and I still missing you like crazy bcs there were many hard times that I need you to support me :(",-1
why u so fab :((( @.therese hahahahaha creds @_sheenapadua http://t.co/qcwv8In7jM,-1
Can't believe I still saw a lot of trash thrown irresponsibly during the Pakighinabi session. :(,-1
Text me or hit the dms... Lol :),1
@shagotpm ikr hais why would someone sell that precious thing? :((,-1
Wish I was going to Leeds festival. Need to see Simple Plan :( it's been too long!,-1
GUYS add my KIK - mune874 #kik #kikme #tagsforlikes #snapme #bored #hannibal #kikgirl :( http://t.co/ax26wgYdRa,-1
"@velvetpIant It's NEVER a bad time for a bath, if you have us Rubber Ducks with you! :-) #quacketyquack",1
Come home to an empty house and no ape :(,-1
@emily_etc oh apparently I'm already a member ! Lol! Hopefully be able to come depends on the time !  :D,1
"@Froufrou42 No Frou that isn't a bad thing, but neither are all vaccines a good thing.. :(( We all have to learn to get as much information",-1
@nichotine_ but the dress is pretty :(,-1
Lol. Well. That's life :) thank God it enn you  https://t.co/GLoCEIjGQQ,1
"@Zendaya well, it happens :))",1
yeah they're giving me subtle hints. also tip #2: don't use it all and the community these last few years. :-) Prim’s Algorithm III,1
"@angelhairhes fra nobody want to give me a ljp/5 because its so hard to have 1/5 nowdays, pleass pick me? :(",-1
"how have you been, sheriff? i haven't seen you in aaaaaaaaaaa a aaaaages :((",-1
Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/abegLVNXBO.,1
@yearsandyears what about Paris :(,-1
@KaReeMLSheNawY it is not even a real word :D,1
"@DeEstrellados hello, any info about possible interest of Jonathas ?? Hes close to Betis :(",-1
How to money :(,-1
one tree hill makes me cry a lot 😕:-(,-1
so alone :-( http://t.co/R6kMtPHPF4,-1
Look what i caught!:) http://t.co/pxBRjFPuYu #retweet,1
@NewBreed_Next u already have most of them :(,-1
the people i usually stay up with are all asleep wtf :(,-1
@ArrieBar @BBlogRT @FemaleBloggerRT Love it all :) wow!! Picked up a Cala brush myself the other day!,1
@pcy_rock nope!! :( hueeeee,-1
@matt_saunders_ @medialens ha ha. Ok honey. Go ahead. FYI - still dig ya. Enjoy voting. And then watch as he will have me by his side :),1
Fav for a Dm :),1
@koshisojha Thankyou bro :),1
@KennyFarq @schofieldkevin Great stuff :),1
Reading newspaper :D,1
@the_rebel_in_me @swanqueentacos awww. Imperative. :( #TRMDHesitant,-1
How To Get Free Gold In W.O.T.!!! – (No Download) World of Tanks – Easy http://t.co/YC2GbYRCTx ← Click Aqui :D http://t.co/CTuUvDILxr,1
I LIKE PUNS :D http://t.co/jPtWXGc4tg,1
Party goodbye stage :( but this means Hello to Lion Heart and You Think,-1
@AlexandraBjelk suger :(,-1
@Floreani_Mgmt @DanOlsenMusic @UKOpenMic @BBC3 I was watching that and saw Dan on it :),1
A year ago I married my first love and my best friend.  Thanks for an amazing year Glenn!  I love being your wife! :) http://t.co/CbiP1LHLuc,1
@SensodyneIndia I loved it but this #ToothSensitivity :-(,-1
OMG so I did some math and if my channel continues like this (i doubt  it) I will get 2 300 subs when my 200 subs video comes out :) :/,1
Username Changed! :D,1
"Client_amends_edit_5_final_final_final.pdf

That! :)

#morning",1
"Hi I'm Madison, I'm 13 not supposed to have twitter, but this is for my family :) @RyanSeacrest #BeOnKnockKnock http://t.co/8DBynqLZKw",1
Spent more than 5min tryna lock my hse door without getting the key stuck. Noob to the nxt level. :(,-1
@carondeslut I loved the song! Keep up the good work :),1
speakers on full volume. :(,-1
I'm not ready to work yet :(,-1
@peter_osoro me too :-) ^Caro,1
@IvyTenebrae Hope you feel better. :(,-1
So Lonely :( http://t.co/VM4N0n8Bkw,-1
"A great end to the work week! Sunshine, low humidity. 87. Changes over the weekend. Details on @6abc this AM. :)",1
"@ankitsri24 Sure thing :) We have shared your suggestion with the concerned team, we are sure to get them back pretty soon.",1
I really want to visit iceland :(,-1
@pattiemallette of coursee :),1
I love it how you tell every crowd that they're the loudest. We all are the loudest fans in the world aren't we? :) x @Real_Liam_Payne,1
@17bljpk hi. You have 5sos tickets?? Dm me :),1
Hotel for Dogs was pretty sad too where the brother &amp; sister got separated :(,-1
@bng_ynggk he looks different??? :))),1
@Oduun_ lmao :( most natural hair I've seen is ugly I swear,-1
Vyapam received ISO certification :D,1
Why am I up :-)),1
@ForYourKindInfo hmm thanks :),1
desc me in 8 words — off anon :( http://t.co/uCoB6iaV6W,-1
Pls win :(,-1
@WeeklyChris Aww Poor you T.T I wish I was there to help you. Even though I can't really help much :(,-1
Its Sept 4th #rudramadevi #anushka @RanaDaggubati #Gunashekar Sir :) http://t.co/T0WI8giNeb,1
"NFINITE New Update - Hoya 
~#Admin_Myung 
SLP :( http://t.co/67Qf4l0zF2",-1
@JamesEllwood0 Aaron said it was shit I didn't have ago because he said not worth taking and that's all I banged on about as well jelouse :(,-1
"@samm_amberr Then there will be a few ""Wtf this never happened?!!"" moments that you may or may not like. But there's a surprise thrown in :D",1
@AnneMOrbs  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
Sabah sabah kapima gelen guzel bir hediye :) Thanx for this wonderful present my honey 💞😘 http://t.co/GPkMjrrh7X,1
Have a Great Friday Frens :-),1
this song is freaking saaaaaaad :(,-1
@lawandsexuality that makes really distressing reading :-(,-1
"""zayn"" starts with a small letter Z. Why? :( @Real_Liam_Payne",-1
leaving pcb :-(,-1
"@dspdavey Gorgeous, Deborah! Good taste! :) You can use coupon code COLOURDEB for red, purple or blue here:  http://t.co/MXEKsnMvvX Thanks!!",1
@ranzkyle followback po :-) :-D,1
@BristolBites keeps saying busy on mine :-(,-1
NO STOP I CANT GO :( :( :(  https://t.co/JLrt1bEIrY,-1
homed &amp; omg I'm so tanned!!! :-(,-1
is allergic to cats... itchy throat. :(,-1
"@bitcoinagile thanks for sharing Bitcoin News Stream, have a great Monday :) (insight by http://t.co/rMjqzWRE37)…… h http://t.co/a4DNHbw78q",1
"Have a blessed friday :)
#جمعة_مباركة",1
@Errata_0 you can't :(,-1
Back home :( (@ Rize Meydan) https://t.co/raRIqmgCJJ,-1
i miss u bigtime!!!... :(,-1
"Get in the bin, OSX/Chrome/Voiceover &gt;:( http://t.co/0bcvA6YjWu",-1
@axolotl74 @sp1305 Stack is on M'Lady J8 to J11 M20 :-(,-1
@Joel_Boon @ChairmanHuntJnr i think its that good old stiff upper lip which is the reason we were called great britain :D,1
Oops... a server error occurred and your email was not sent. :( :(,-1
Stress come on :(,-1
"@0PlATE bc I am feeling very creepy today :  )  // pmsl. mianhe, milkeu :(",-1
"I'm sure ""@MTNza: @ThapeloMokz It would be sad to see you go Thapelo :( \OP""",-1
@EricJLyman @USATODAY @Peirce77 @shawshanck @BicyclistAbroad Thanks Eric for the mention. ou may not have wanted to do that considering.. :),1
:((((( i missed it :((((( http://t.co/Izhrf94jnB,-1
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.340
》》》》ＳＥＥ ＭＥ
♛♛♛",-1
@BrowhausUK fab giveaway :),1
http://t.co/a5rmka5axn thanks for following!! Enjoy my tweets! :) lets be friends! _gta_giveaway 624 179,1
@haleyannmcallum Happy B-Day :),1
sorry :((( https://t.co/7BjmbfAPAZ,-1
"Good morning @Krona_design, we look forward to seeing you at @SkyFallHove soon. Have a good day! :) https://t.co/1QDoh0aHeS",1
@bangtanthough but i'm waiting for sumer repackage :'D so i have no money to buy this :(,-1
Up early for work. :),1
@beat_trees thank you Beatriz :),1
"@CherylWalmsley hmmm, they always have so much sugar in them, I rarely make them. Sorry I couldn't help. :(",-1
"@WillHillBet thank you for taking the time to reply, albeit with a disappointing answer - the most famous athlete racing and no odds :(",-1
@LlivingDead91 Ah dude :(,-1
Gwss :(❤️❤️ — Thankyouu❤️. http://t.co/z0a6jTboH8,-1
I hope SJ will be nominated soon but no SJ vs INFINITE pls :(((((,-1
@jhezreenmae thaanks Jhezz!! Omg stay awesome and damn your sneaks :((,-1
The last thing Labour needs is a leader people want to vote for http://t.co/7zicZ1G0mb #jeremy4leader #jezwecan Do read - brilliant! :-),1
I can't even see Hyungwon :(,-1
@kourokocchi lmfao i dont know :(,-1
@chruIlo I have to add that to my information :) to be virgin it means that I have to bleed until I die right!! is that what virgin means 😊,1
Still hoping :( #ZaynIsComingBackOnJuly26,-1
@chordoverstreet just seen this at uni.. He has more talents :) http://t.co/eNq3XuOPSN,1
@RyanGage Yeah ! Nothing can stop the King of France :D Have a nice day !,1
"@achiralk thanks for the feedback. Here I was thinking that perhaps Mobitel may be better off, heck, guess not :(",-1
"@Mandi_Tinker yes, very inconsiderate of them. :(",-1
@MoKurd they've brainwashed you :(,-1
@CG_Rated cant see any feets :p http://t.co/3xBhH5tVLr,1
I forget every year why the summer hols are so hard.... I spend days &amp; days never really having conversations with grown ups :( #isolated,-1
5 more days until everyone experiences OS exploits in windows and everyone has to get new computers :),1
"@_BeatrizHoran_ No, I can't :(",-1
I cannot even sleep right now :(,-1
@clmazin @johnaugust Norhing but the Dialogue was so helpful! More like this please! Love you guys :),1
"@rjc_archives I do spin, yoga, weights to help with running, as well as sports massage (ouch)/osteopath. Running in new trainers tomorrow :)",1
@buzylizzy1 @tlntweets @NutzAudio @LiPSMACKER_UK @instyle_UK @Jewellery4 @InterfloraUK @IcelandFoods @IloveHQ Thank you! You too :D,1
Why cant i see ur album? :( @BeaMiller,-1
follow me to stay updated :-) http://t.co/EO64j939Kv,1
@savie_sav we will reunite again one day :(,-1
@JabongIndia ready and eagerly waiting for the next question. bring it on :) #JabongatPumaUrbanStampede #JabongatPumaUrbanStampede,1
@FontanillaTrish @GwnLndch Today? I don't have :(,-1
Req @edsheeran All Of The Stars :) @solo_radio @claraapuspita #FridayLouge,1
I was looking forward to this Pixels movie and it turned out to be a bummer :(,-1
#PKwalaSawaal  when will India  become a developed nation :( ? @SonyMAX,-1
@unfortunatalie @afewbugs such a waste of a cherry bakewell :(.,-1
@kyuzizi Hey! Take care of yourself. :( :*,-1
I've entered to WIN a huge @BlueMicrophones package from @CazuaLLUK &amp; @Marzbargaming :) ENTER HERE: https://t.co/STI4FFABgS #Giveaway,1
ALMOST DONE WITH MY MASTER SWORD :D -Princess Zelda http://t.co/dPcL2mGjdc,1
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x45",1
@bammyxoxo @stffnkthx @breeyanuh16 same :(,-1
"@lana___amiir @FATMA_TEARS @saad_my_life @FatimaZahra_SA @Saadlamjarred1 yeahhh :( .. It means have ""hacharatt """,-1
@qtbatooty_ yeah and it's like why do you need to wait till saturday to give us homework pa :((((((( WHAT IF U MADE PLANS 4 DA WEEKEND????,-1
I miss those convo's so bad damn :(,-1
Second that. We were off on Wednesday already :( https://t.co/R1Sbnpovdg,-1
2 bach :( https://t.co/dPRNCcNEZd,-1
